# Isochrone from from BaSTI-IAC database
# Scaled solar models & transformations  -  GAIA-DR3
#========================================================================================================================================================================================================
#========================================================================================================================================================================================================
#  Np = 2100   [M/H] = -0.630   Z = 0.0036481   Y = 0.25208607   Age (Myr) = 12000.000
#========================================================================================================================================================================================================
#    M/Mo(ini)     M/Mo(fin)    log(L/Lo)  logTe        G     G_BP     G_RP
#========================================================================================================================================================================================================
   0.1000000000   0.1000000000  -3.01958  3.47419   13.4420  15.0699  12.2222
   0.1003205251   0.1003205251  -3.01424  3.47491   13.4221  15.0404  12.2049
   0.1006410502   0.1006410502  -3.00892  3.47562   13.4023  15.0110  12.1877
   0.1009615753   0.1009615753  -3.00361  3.47634   13.3826  14.9819  12.1706
   0.1012821004   0.1012821004  -2.99831  3.47705   13.3629  14.9530  12.1535
   0.1016026254   0.1016026254  -2.99303  3.47776   13.3434  14.9242  12.1365
   0.1019231505   0.1019231505  -2.98776  3.47847   13.3239  14.8957  12.1196
   0.1022436756   0.1022436756  -2.98251  3.47918   13.3045  14.8674  12.1027
   0.1025642007   0.1025642007  -2.97729  3.47988   13.2852  14.8393  12.0860
   0.1028847258   0.1028847258  -2.97211  3.48058   13.2661  14.8116  12.0694
   0.1032052509   0.1032052509  -2.96694  3.48128   13.2471  14.7841  12.0529
   0.1035257760   0.1035257760  -2.96178  3.48197   13.2281  14.7567  12.0365
   0.1038463011   0.1038463011  -2.95663  3.48267   13.2093  14.7295  12.0201
   0.1041668262   0.1041668262  -2.95150  3.48336   13.1905  14.7025  12.0037
   0.1044873513   0.1044873513  -2.94638  3.48405   13.1717  14.6757  11.9874
   0.1048078763   0.1048078763  -2.94127  3.48474   13.1531  14.6490  11.9712
   0.1051284014   0.1051284014  -2.93617  3.48542   13.1345  14.6226  11.9551
   0.1054489265   0.1054489265  -2.93109  3.48611   13.1160  14.5963  11.9390
   0.1057694516   0.1057694516  -2.92603  3.48679   13.0976  14.5702  11.9230
   0.1060899767   0.1060899767  -2.92100  3.48747   13.0793  14.5444  11.9071
   0.1064105018   0.1064105018  -2.91598  3.48814   13.0611  14.5187  11.8913
   0.1067310269   0.1067310269  -2.91097  3.48882   13.0430  14.4933  11.8755
   0.1070515520   0.1070515520  -2.90598  3.48949   13.0249  14.4679  11.8598
   0.1073720771   0.1073720771  -2.90099  3.49016   13.0069  14.4428  11.8441
   0.1076926022   0.1076926022  -2.89602  3.49083   12.9890  14.4177  11.8285
   0.1080131272   0.1080131272  -2.89105  3.49150   12.9711  14.3929  11.8129
   0.1083336523   0.1083336523  -2.88612  3.49217   12.9534  14.3683  11.7974
   0.1086541774   0.1086541774  -2.88120  3.49283   12.9357  14.3438  11.7820
   0.1089747025   0.1089747025  -2.87629  3.49349   12.9181  14.3195  11.7667
   0.1092952276   0.1092952276  -2.87138  3.49415   12.9005  14.2953  11.7513
   0.1096157527   0.1096157527  -2.86649  3.49481   12.8831  14.2713  11.7361
   0.1099362778   0.1099362778  -2.86160  3.49547   12.8656  14.2474  11.7209
   0.1102568029   0.1102568029  -2.85675  3.49612   12.8483  14.2237  11.7057
   0.1105773280   0.1105773280  -2.85190  3.49678   12.8311  14.2002  11.6907
   0.1108978531   0.1108978531  -2.84705  3.49743   12.8139  14.1768  11.6756
   0.1112183781   0.1112183781  -2.84222  3.49808   12.7967  14.1535  11.6606
   0.1115389032   0.1115389032  -2.83740  3.49873   12.7797  14.1303  11.6457
   0.1118594283   0.1118594283  -2.83259  3.49938   12.7627  14.1073  11.6309
   0.1121799534   0.1121799534  -2.82779  3.50003   12.7458  14.0844  11.6161
   0.1125004785   0.1125004785  -2.82300  3.50067   12.7289  14.0616  11.6013
   0.1128210036   0.1128210036  -2.81822  3.50132   12.7121  14.0390  11.5866
   0.1131415287   0.1131415287  -2.81345  3.50196   12.6954  14.0165  11.5720
   0.1134620538   0.1134620538  -2.80869  3.50260   12.6788  13.9941  11.5574
   0.1137825789   0.1137825789  -2.80394  3.50325   12.6621  13.9718  11.5429
   0.1141031039   0.1141031039  -2.79919  3.50389   12.6456  13.9496  11.5284
   0.1144236290   0.1144236290  -2.79446  3.50452   12.6291  13.9276  11.5140
