# Isochrone from from BaSTI-IAC database
# Scaled solar models & transformations  -  GAIA-DR3
#========================================================================================================================================================================================================
#========================================================================================================================================================================================================
#  Np = 2100   [M/H] = -2.310   Z = 0.0000771   Y = 0.24711767   Age (Myr) = 14000.000
#========================================================================================================================================================================================================
#    M/Mo(ini)     M/Mo(fin)    log(L/Lo)  logTe        G     G_BP     G_RP
#========================================================================================================================================================================================================
   0.1000000000   0.1000000000  -2.86640  3.53438   12.3743  13.4126  11.4073
   0.1002005822   0.1002005822  -2.86297  3.53478   12.3642  13.4013  11.3983
   0.1004011645   0.1004011645  -2.85954  3.53519   12.3540  13.3900  11.3893
   0.1006017467   0.1006017467  -2.85612  3.53559   12.3439  13.3787  11.3804
   0.1008023290   0.1008023290  -2.85271  3.53599   12.3338  13.3674  11.3714
   0.1010029112   0.1010029112  -2.84930  3.53640   12.3238  13.3562  11.3625
   0.1012034935   0.1012034935  -2.84590  3.53680   12.3137  13.3449  11.3536
   0.1014040757   0.1014040757  -2.84250  3.53720   12.3038  13.3337  11.3448
   0.1016046580   0.1016046580  -2.83914  3.53760   12.2939  13.3226  11.3360
   0.1018052402   0.1018052402  -2.83578  3.53800   12.2841  13.3114  11.3272
   0.1020058225   0.1020058225  -2.83242  3.53839   12.2743  13.3003  11.3185
   0.1022064047   0.1022064047  -2.82907  3.53879   12.2645  13.2892  11.3097
   0.1024069870   0.1024069870  -2.82572  3.53918   12.2548  13.2782  11.3010
   0.1026075692   0.1026075692  -2.82238  3.53958   12.2451  13.2671  11.2923
   0.1028081514   0.1028081514  -2.81904  3.53997   12.2354  13.2561  11.2837
   0.1030087337   0.1030087337  -2.81571  3.54037   12.2258  13.2450  11.2750
   0.1032093159   0.1032093159  -2.81238  3.54076   12.2162  13.2340  11.2664
   0.1034098982   0.1034098982  -2.80906  3.54115   12.2067  13.2231  11.2578
   0.1036104804   0.1036104804  -2.80577  3.54154   12.1972  13.2122  11.2492
   0.1038110627   0.1038110627  -2.80247  3.54193   12.1878  13.2013  11.2407
   0.1040116449   0.1040116449  -2.79918  3.54232   12.1784  13.1904  11.2321
   0.1042122272   0.1042122272  -2.79590  3.54271   12.1691  13.1796  11.2236
   0.1044128094   0.1044128094  -2.79261  3.54310   12.1598  13.1687  11.2151
   0.1046133917   0.1046133917  -2.78933  3.54349   12.1505  13.1579  11.2066
   0.1048139739   0.1048139739  -2.78606  3.54388   12.1413  13.1471  11.1982
   0.1050145562   0.1050145562  -2.78281  3.54426   12.1322  13.1364  11.1898
   0.1052151384   0.1052151384  -2.77956  3.54465   12.1231  13.1257  11.1814
   0.1054157207   0.1054157207  -2.77631  3.54503   12.1141  13.1151  11.1730
   0.1056163029   0.1056163029  -2.77307  3.54541   12.1050  13.1044  11.1646
   0.1058168851   0.1058168851  -2.76983  3.54580   12.0960  13.0938  11.1563
   0.1060174674   0.1060174674  -2.76659  3.54618   12.0871  13.0832  11.1479
   0.1062180496   0.1062180496  -2.76338  3.54656   12.0782  13.0726  11.1396
   0.1064186319   0.1064186319  -2.76016  3.54694   12.0694  13.0621  11.1314
