# Isochrone from from BaSTI-IAC database
# Scaled solar models & transformations  -  GAIA-DR3
#========================================================================================================================================================================================================
#========================================================================================================================================================================================================
#  Np = 2100   [M/H] = -1.280   Z = 0.0008235   Y = 0.24801591   Age (Myr) = 14000.000
#========================================================================================================================================================================================================
#    M/Mo(ini)     M/Mo(fin)    log(L/Lo)  logTe        G     G_BP     G_RP
#========================================================================================================================================================================================================
   0.1000000000   0.1000000000  -2.96030  3.49785   12.9516  14.2062  11.8597
   0.1002599252   0.1002599252  -2.95589  3.49842   12.9379  14.1891  11.8474
   0.1005198505   0.1005198505  -2.95151  3.49899   12.9244  14.1722  11.8352
   0.1007797757   0.1007797757  -2.94716  3.49955   12.9109  14.1554  11.8230
   0.1010397010   0.1010397010  -2.94281  3.50012   12.8974  14.1385  11.8109
   0.1012996262   0.1012996262  -2.93848  3.50068   12.8840  14.1218  11.7988
   0.1015595515   0.1015595515  -2.93415  3.50124   12.8706  14.1050  11.7868
   0.1018194767   0.1018194767  -2.92983  3.50180   12.8573  14.0883  11.7748
   0.1020794020   0.1020794020  -2.92552  3.50235   12.8439  14.0716  11.7628
   0.1023393272   0.1023393272  -2.92122  3.50291   12.8307  14.0550  11.7509
   0.1025992525   0.1025992525  -2.91693  3.50347   12.8174  14.0384  11.7390
   0.1028591777   0.1028591777  -2.91264  3.50402   12.8042  14.0218  11.7271
   0.1031191030   0.1031191030  -2.90836  3.50457   12.7910  14.0053  11.7153
   0.1033790282   0.1033790282  -2.90411  3.50512   12.7779  13.9888  11.7035
   0.1036389535   0.1036389535  -2.89988  3.50567   12.7648  13.9724  11.6918
   0.1038988787   0.1038988787  -2.89566  3.50622   12.7518  13.9560  11.6802
   0.1041588040   0.1041588040  -2.89144  3.50676   12.7389  13.9397  11.6685
   0.1044187292   0.1044187292  -2.88723  3.50731   12.7259  13.9234  11.6569
   0.1046786545   0.1046786545  -2.88303  3.50785   12.7130  13.9072  11.6454
   0.1049385797   0.1049385797  -2.87884  3.50839   12.7001  13.8909  11.6338
   0.1051985050   0.1051985050  -2.87465  3.50894   12.6873  13.8748  11.6223
   0.1054584302   0.1054584302  -2.87048  3.50948   12.6744  13.8586  11.6108
   0.1057183555   0.1057183555  -2.86633  3.51001   12.6617  13.8426  11.5994
   0.1059782807   0.1059782807  -2.86219  3.51055   12.6489  13.8266  11.5880
   0.1062382060   0.1062382060  -2.85805  3.51108   12.6362  13.8107  11.5766
   0.1064981312   0.1064981312  -2.85393  3.51162   12.6235  13.7948  11.5652
   0.1067580565   0.1067580565  -2.84980  3.51215   12.6108  13.7790  11.5538
   0.1070179817   0.1070179817  -2.84569  3.51269   12.5981  13.7632  11.5423
   0.1072779070   0.1072779070  -2.84159  3.51322   12.5855  13.7475  11.5310
   0.1075378322   0.1075378322  -2.83751  3.51375   12.5729  13.7319  11.5196
   0.1077977575   0.1077977575  -2.83343  3.51427   12.5603  13.7164  11.5082
   0.1080576827   0.1080576827  -2.82935  3.51480   12.5477  13.7009  11.4968
   0.1083176080   0.1083176080  -2.82528  3.51533   12.5350  13.6854  11.4854
   0.1085775332   0.1085775332  -2.82123  3.51585   12.5225  13.6701  11.4740
   0.1088374585   0.1088374585  -2.81718  3.51638   12.5099  13.6548  11.4626
   0.1090973837   0.1090973837  -2.81315  3.51690   12.4973  13.6396  11.4512
   0.1093573090   0.1093573090  -2.80912  3.51742   12.4847  13.6245  11.4398
   0.1096172342   0.1096172342  -2.80509  3.51794   12.4722  13.6094  11.4283
   0.1098771595   0.1098771595  -2.80107  3.51846   12.4596  13.5944  11.4168
   0.1101370847   0.1101370847  -2.79707  3.51898   12.4470  13.5795  11.4053
   0.1103970100   0.1103970100  -2.79307  3.51950   12.4344  13.5647  11.3937
   0.1106569352   0.1106569352  -2.78907  3.52002   12.4218  13.5499  11.3821
   0.1109168605   0.1109168605  -2.78508  3.52053   12.4093  13.5353  11.3705
   0.1111767857   0.1111767857  -2.78110  3.52105   12.3967  13.5206  11.3589
   0.1114367110   0.1114367110  -2.77713  3.52156   12.3841  13.5061  11.3473
   0.1116966362   0.1116966362  -2.77316  3.52207   12.3715  13.4916  11.3357
   0.1119565615   0.1119565615  -2.76920  3.52259   12.3589  13.4772  11.3240
   0.1122164867   0.1122164867  -2.76524  3.52310   12.3464  13.4628  11.3123
   0.1124764120   0.1124764120  -2.76129  3.52361   12.3338  13.4484  11.3007
   0.1127363372   0.1127363372  -2.75734  3.52412   12.3212  13.4342  11.2890
   0.1129962625   0.1129962625  -2.75340  3.52463   12.3087  13.4199  11.2773
   0.1132561877   0.1132561877  -2.74946  3.52514   12.2961  13.4057  11.2656
   0.1135161130   0.1135161130  -2.74553  3.52565   12.2836  13.3916  11.2540
   0.1137760382   0.1137760382  -2.74160  3.52615   12.2710  13.3775  11.2423
   0.1140359635   0.1140359635  -2.73768  3.52666   12.2585  13.3634  11.2306
   0.1142958887   0.1142958887  -2.73376  3.52716   12.2460  13.3494  11.2189
   0.1145558140   0.1145558140  -2.72984  3.52767   12.2335  13.3354  11.2073
   0.1148157392   0.1148157392  -2.72593  3.52817   12.2210  13.3214  11.1957
   0.1150756645   0.1150756645  -2.72202  3.52868   12.2086  13.3075  11.1840
   0.1153355897   0.1153355897  -2.71811  3.52918   12.1961  13.2935  11.1724
   0.1155955150   0.1155955150  -2.71420  3.52969   12.1837  13.2796  11.1609
   0.1158554402   0.1158554402  -2.71030  3.53019   12.1713  13.2658  11.1493
   0.1161153655   0.1161153655  -2.70639  3.53069   12.1589  13.2519  11.1377
   0.1163752907   0.1163752907  -2.70249  3.53119   12.1465  13.2380  11.1262
   0.1166352160   0.1166352160  -2.69859  3.53169   12.1342  13.2242  11.1148
   0.1168951412   0.1168951412  -2.69469  3.53219   12.1218  13.2104  11.1033
   0.1171550665   0.1171550665  -2.69080  3.53269   12.1095  13.1966  11.0919
   0.1174149917   0.1174149917  -2.68690  3.53319   12.0973  13.1827  11.0805
   0.1176749170   0.1176749170  -2.68301  3.53369   12.0850  13.1689  11.0691
   0.1179348422   0.1179348422  -2.67911  3.53419   12.0728  13.1551  11.0578
   0.1181947675   0.1181947675  -2.67521  3.53469   12.0605  13.1413  11.0465
   0.1184546927   0.1184546927  -2.67132  3.53518   12.0483  13.1275  11.0352
   0.1187146180   0.1187146180  -2.66742  3.53568   12.0361  13.1137  11.0239
   0.1189745432   0.1189745432  -2.66353  3.53618   12.0239  13.0998  11.0127
   0.1192344685   0.1192344685  -2.65963  3.53668   12.0118  13.0860  11.0015
   0.1194943937   0.1194943937  -2.65573  3.53717   11.9996  13.0722  10.9903
   0.1197543190   0.1197543190  -2.65184  3.53767   11.9875  13.0583  10.9791
   0.1200142442   0.1200142442  -2.64802  3.53815   11.9756  13.0447  10.9682
   0.1202741695   0.1202741695  -2.64548  3.53838   11.9681  13.0364  10.9612
   0.1205340947   0.1205340947  -2.64295  3.53862   11.9607  13.0281  10.9542
   0.1207940200   0.1207940200  -2.64042  3.53886   11.9532  13.0198  10.9473
   0.1210539452   0.1210539452  -2.63789  3.53909   11.9458  13.0115  10.9403
   0.1213138705   0.1213138705  -2.63537  3.53932   11.9384  13.0032  10.9334
   0.1215737957   0.1215737957  -2.63286  3.53956   11.9310  12.9949  10.9265
   0.1218337210   0.1218337210  -2.63035  3.53979   11.9236  12.9867  10.9196
   0.1220936462   0.1220936462  -2.62784  3.54003   11.9162  12.9784  10.9127
   0.1223535715   0.1223535715  -2.62534  3.54026   11.9089  12.9701  10.9059
   0.1226134967   0.1226134967  -2.62284  3.54049   11.9016  12.9619  10.8990
   0.1228734220   0.1228734220  -2.62035  3.54072   11.8942  12.9537  10.8922
   0.1231333472   0.1231333472  -2.61786  3.54096   11.8869  12.9454  10.8854
   0.1233932725   0.1233932725  -2.61537  3.54119   11.8796  12.9372  10.8786
   0.1236531977   0.1236531977  -2.61289  3.54142   11.8723  12.9290  10.8718
   0.1239131230   0.1239131230  -2.61041  3.54165   11.8651  12.9208  10.8650
   0.1241730482   0.1241730482  -2.60794  3.54188   11.8578  12.9126  10.8583
   0.1244329735   0.1244329735  -2.60547  3.54211   11.8506  12.9044  10.8516
   0.1246928987   0.1246928987  -2.60301  3.54234   11.8434  12.8962  10.8448
   0.1249528240   0.1249528240  -2.60054  3.54257   11.8361  12.8880  10.8381
   0.1252127492   0.1252127492  -2.59809  3.54280   11.8289  12.8799  10.8314
   0.1254726745   0.1254726745  -2.59563  3.54302   11.8218  12.8717  10.8248
   0.1257325997   0.1257325997  -2.59319  3.54325   11.8146  12.8636  10.8181
   0.1283180235   0.1283180235  -2.56877  3.54551   11.7432  12.7819  10.7520
   0.1309034473   0.1309034473  -2.54481  3.54773   11.6733  12.7011  10.6875
   0.1334888712   0.1334888712  -2.52130  3.54990   11.6047  12.6213  10.6244
