# Isochrone from from BaSTI-IAC database
# Scaled solar models & transformations  -  GAIA-DR3
#========================================================================================================================================================================================================
#========================================================================================================================================================================================================
#  Np = 2100   [M/H] = -0.900   Z = 0.0019700   Y = 0.24956265   Age (Myr) = 13000.000
#========================================================================================================================================================================================================
#    M/Mo(ini)     M/Mo(fin)    log(L/Lo)  logTe        G     G_BP     G_RP
#========================================================================================================================================================================================================
   0.1000000000   0.1000000000  -2.99804  3.48320   13.2285  14.6583  12.0691
   0.1002996815   0.1002996815  -2.99302  3.48386   13.2114  14.6350  12.0540
   0.1005993629   0.1005993629  -2.98802  3.48452   13.1942  14.6117  12.0390
   0.1008990444   0.1008990444  -2.98302  3.48518   13.1772  14.5886  12.0240
   0.1011987259   0.1011987259  -2.97804  3.48584   13.1602  14.5656  12.0091
   0.1014984074   0.1014984074  -2.97307  3.48650   13.1433  14.5428  11.9942
   0.1017980888   0.1017980888  -2.96814  3.48715   13.1265  14.5202  11.9795
   0.1020977703   0.1020977703  -2.96324  3.48779   13.1098  14.4978  11.9648
   0.1023974518   0.1023974518  -2.95835  3.48844   13.0932  14.4755  11.9502
   0.1026971332   0.1026971332  -2.95347  3.48908   13.0766  14.4533  11.9356
   0.1029968147   0.1029968147  -2.94860  3.48973   13.0601  14.4313  11.9211
   0.1032964962   0.1032964962  -2.94375  3.49037   13.0436  14.4093  11.9066
   0.1035961776   0.1035961776  -2.93890  3.49101   13.0272  14.3875  11.8921
   0.1038958591   0.1038958591  -2.93406  3.49165   13.0108  14.3657  11.8777
   0.1041955406   0.1041955406  -2.92924  3.49228   12.9945  14.3441  11.8633
   0.1044952221   0.1044952221  -2.92442  3.49292   12.9782  14.3226  11.8489
   0.1047949035   0.1047949035  -2.91962  3.49355   12.9620  14.3012  11.8346
   0.1050945850   0.1050945850  -2.91486  3.49418   12.9459  14.2800  11.8204
   0.1053942665   0.1053942665  -2.91011  3.49481   12.9299  14.2589  11.8062
   0.1056939479   0.1056939479  -2.90537  3.49543   12.9139  14.2379  11.7921
   0.1059936294   0.1059936294  -2.90063  3.49606   12.8980  14.2170  11.7780
   0.1062933109   0.1062933109  -2.89591  3.49668   12.8821  14.1961  11.7639
   0.1065929923   0.1065929923  -2.89119  3.49731   12.8662  14.1754  11.7499
   0.1068926738   0.1068926738  -2.88649  3.49793   12.8504  14.1547  11.7359
   0.1071923553   0.1071923553  -2.88180  3.49855   12.8347  14.1342  11.7220
   0.1074920368   0.1074920368  -2.87714  3.49916   12.8191  14.1139  11.7082
   0.1077917182   0.1077917182  -2.87248  3.49978   12.8035  14.0936  11.6944
   0.1080913997   0.1080913997  -2.86783  3.50039   12.7880  14.0734  11.6806
   0.1083910812   0.1083910812  -2.86319  3.50101   12.7725  14.0532  11.6669
   0.1086907626   0.1086907626  -2.85856  3.50162   12.7570  14.0331  11.6533
   0.1089904441   0.1089904441  -2.85394  3.50223   12.7417  14.0132  11.6397
   0.1092901256   0.1092901256  -2.84935  3.50284   12.7264  13.9933  11.6261
   0.1095898070   0.1095898070  -2.84476  3.50344   12.7111  13.9736  11.6126
   0.1098894885   0.1098894885  -2.84017  3.50405   12.6959  13.9539  11.5992
   0.1101891700   0.1101891700  -2.83559  3.50465   12.6808  13.9342  11.5858
   0.1104888515   0.1104888515  -2.83103  3.50526   12.6657  13.9147  11.5724
   0.1107885329   0.1107885329  -2.82648  3.50586   12.6507  13.8952  11.5592
   0.1110882144   0.1110882144  -2.82194  3.50646   12.6357  13.8758  11.5459
   0.1113878959   0.1113878959  -2.81740  3.50706   12.6208  13.8565  11.5327
   0.1116875773   0.1116875773  -2.81287  3.50766   12.6059  13.8372  11.5195
   0.1119872588   0.1119872588  -2.80835  3.50826   12.5911  13.8180  11.5064
   0.1122869403   0.1122869403  -2.80384  3.50885   12.5763  13.7989  11.4933
   0.1125866217   0.1125866217  -2.79934  3.50945   12.5615  13.7798  11.4802
