# Isochrone from from BaSTI-IAC database
# Scaled solar models & transformations  -  GAIA-DR3
#========================================================================================================================================================================================================
#========================================================================================================================================================================================================
#  Np = 2100   [M/H] = -1.370   Z = 0.0006698   Y = 0.24780279   Age (Myr) = 14500.000
#========================================================================================================================================================================================================
#    M/Mo(ini)     M/Mo(fin)    log(L/Lo)  logTe        G     G_BP     G_RP
#========================================================================================================================================================================================================
   0.1000000000   0.1000000000  -2.95246  3.50092   12.8989  14.1266  11.8186
   0.1002506700   0.1002506700  -2.94822  3.50147   12.8860  14.1106  11.8070
   0.1005013400   0.1005013400  -2.94399  3.50201   12.8732  14.0947  11.7954
   0.1007520099   0.1007520099  -2.93977  3.50256   12.8604  14.0787  11.7839
   0.1010026799   0.1010026799  -2.93556  3.50310   12.8476  14.0628  11.7723
   0.1012533499   0.1012533499  -2.93135  3.50364   12.8348  14.0470  11.7609
   0.1015040199   0.1015040199  -2.92716  3.50419   12.8221  14.0311  11.7494
   0.1017546899   0.1017546899  -2.92297  3.50473   12.8094  14.0153  11.7380
   0.1020053598   0.1020053598  -2.91879  3.50527   12.7968  13.9995  11.7266
   0.1022560298   0.1022560298  -2.91462  3.50580   12.7842  13.9837  11.7152
   0.1025066998   0.1025066998  -2.91046  3.50634   12.7716  13.9679  11.7039
   0.1027573698   0.1027573698  -2.90630  3.50688   12.7590  13.9522  11.6926
   0.1030080398   0.1030080398  -2.90217  3.50741   12.7465  13.9365  11.6814
   0.1032587098   0.1032587098  -2.89806  3.50794   12.7341  13.9210  11.6703
   0.1035093797   0.1035093797  -2.89396  3.50847   12.7217  13.9054  11.6591
   0.1037600497   0.1037600497  -2.88986  3.50900   12.7093  13.8899  11.6480
   0.1040107197   0.1040107197  -2.88577  3.50953   12.6969  13.8744  11.6369
   0.1042613897   0.1042613897  -2.88169  3.51006   12.6846  13.8590  11.6258
   0.1045120597   0.1045120597  -2.87761  3.51058   12.6722  13.8436  11.6147
   0.1047627296   0.1047627296  -2.87354  3.51111   12.6599  13.8282  11.6036
   0.1050133996   0.1050133996  -2.86948  3.51163   12.6476  13.8129  11.5926
   0.1052640696   0.1052640696  -2.86545  3.51215   12.6354  13.7978  11.5816
   0.1055147396   0.1055147396  -2.86142  3.51268   12.6232  13.7826  11.5705
   0.1057654096   0.1057654096  -2.85740  3.51319   12.6110  13.7675  11.5595
   0.1060160795   0.1060160795  -2.85339  3.51371   12.5987  13.7525  11.5485
   0.1062667495   0.1062667495  -2.84938  3.51423   12.5865  13.7375  11.5375
   0.1065174195   0.1065174195  -2.84538  3.51475   12.5743  13.7226  11.5264
   0.1067680895   0.1067680895  -2.84139  3.51526   12.5622  13.7077  11.5154
   0.1070187595   0.1070187595  -2.83742  3.51578   12.5500  13.6930  11.5043
   0.1072694294   0.1072694294  -2.83345  3.51629   12.5379  13.6783  11.4933
   0.1075200994   0.1075200994  -2.82949  3.51680   12.5257  13.6636  11.4822
   0.1077707694   0.1077707694  -2.82554  3.51731   12.5135  13.6491  11.4711
   0.1080214394   0.1080214394  -2.82158  3.51782   12.5014  13.6345  11.4600
   0.1082721094   0.1082721094  -2.81765  3.51833   12.4892  13.6201  11.4489
   0.1085227794   0.1085227794  -2.81373  3.51884   12.4771  13.6058  11.4377
   0.1087734493   0.1087734493  -2.80981  3.51934   12.4649  13.5916  11.4265
   0.1090241193   0.1090241193  -2.80589  3.51985   12.4527  13.5774  11.4153
   0.1092747893   0.1092747893  -2.80198  3.52036   12.4406  13.5632  11.4040
   0.1095254593   0.1095254593  -2.79809  3.52086   12.4284  13.5492  11.3928
   0.1097761293   0.1097761293  -2.79420  3.52136   12.4163  13.5352  11.3815
   0.1100267992   0.1100267992  -2.79031  3.52186   12.4041  13.5213  11.3702
   0.1102774692   0.1102774692  -2.78643  3.52236   12.3919  13.5074  11.3589
   0.1105281392   0.1105281392  -2.78256  3.52286   12.3798  13.4936  11.3476
   0.1107788092   0.1107788092  -2.77870  3.52336   12.3676  13.4798  11.3363
   0.1110294792   0.1110294792  -2.77484  3.52386   12.3555  13.4661  11.3250
