# Isochrone from from BaSTI-IAC database
# Scaled solar models & transformations  -  GAIA-DR3
#========================================================================================================================================================================================================
#========================================================================================================================================================================================================
#  Np = 2100   [M/H] = -0.730   Z = 0.0029024   Y = 0.25105316   Age (Myr) = 14000.000
#========================================================================================================================================================================================================
#    M/Mo(ini)     M/Mo(fin)    log(L/Lo)  logTe        G     G_BP     G_RP
#========================================================================================================================================================================================================
   0.1000000000   0.1000000000  -3.01207  3.47752   13.3602  14.9077  12.1636
   0.1002976008   0.1002976008  -3.00710  3.47819   13.3423  14.8819  12.1480
   0.1005952016   0.1005952016  -3.00214  3.47885   13.3244  14.8562  12.1324
   0.1008928024   0.1008928024  -2.99719  3.47951   13.3066  14.8307  12.1169
   0.1011904031   0.1011904031  -2.99226  3.48017   13.2888  14.8054  12.1015
   0.1014880039   0.1014880039  -2.98738  3.48082   13.2713  14.7805  12.0862
   0.1017856047   0.1017856047  -2.98251  3.48147   13.2538  14.7557  12.0710
   0.1020832055   0.1020832055  -2.97765  3.48212   13.2364  14.7310  12.0558
   0.1023808063   0.1023808063  -2.97281  3.48277   13.2191  14.7065  12.0407
   0.1026784071   0.1026784071  -2.96797  3.48341   13.2018  14.6822  12.0256
   0.1029760079   0.1029760079  -2.96315  3.48406   13.1846  14.6580  12.0106
   0.1032736087   0.1032736087  -2.95833  3.48470   13.1674  14.6339  11.9956
   0.1035712094   0.1035712094  -2.95353  3.48534   13.1503  14.6099  11.9807
   0.1038688102   0.1038688102  -2.94874  3.48598   13.1333  14.5861  11.9658
   0.1041664110   0.1041664110  -2.94396  3.48662   13.1163  14.5625  11.9510
   0.1044640118   0.1044640118  -2.93920  3.48726   13.0994  14.5390  11.9363
   0.1047616126   0.1047616126  -2.93447  3.48789   13.0827  14.5158  11.9217
   0.1050592134   0.1050592134  -2.92976  3.48852   13.0660  14.4927  11.9071
   0.1053568142   0.1053568142  -2.92505  3.48915   13.0494  14.4698  11.8926
   0.1056544149   0.1056544149  -2.92036  3.48977   13.0328  14.4470  11.8781
   0.1059520157   0.1059520157  -2.91567  3.49040   13.0163  14.4243  11.8636
   0.1062496165   0.1062496165  -2.91099  3.49102   12.9998  14.4017  11.8492
   0.1065472173   0.1065472173  -2.90632  3.49165   12.9833  14.3792  11.8348
   0.1068448181   0.1068448181  -2.90167  3.49227   12.9670  14.3569  11.8205
   0.1071424189   0.1071424189  -2.89705  3.49289   12.9508  14.3348  11.8063
   0.1074400197   0.1074400197  -2.89243  3.49350   12.9346  14.3128  11.7921
   0.1077376205   0.1077376205  -2.88782  3.49412   12.9184  14.2909  11.7779
   0.1080352212   0.1080352212  -2.88322  3.49473   12.9023  14.2691  11.7638
   0.1083328220   0.1083328220  -2.87862  3.49535   12.8862  14.2474  11.7497
   0.1086304228   0.1086304228  -2.87404  3.49596   12.8703  14.2258  11.7357
   0.1089280236   0.1089280236  -2.86948  3.49657   12.8544  14.2044  11.7217
   0.1092256244   0.1092256244  -2.86493  3.49718   12.8385  14.1831  11.7078
   0.1095232252   0.1095232252  -2.86038  3.49778   12.8227  14.1619  11.6939
   0.1098208260   0.1098208260  -2.85584  3.49839   12.8070  14.1408  11.6801
   0.1101184268   0.1101184268  -2.85131  3.49899   12.7913  14.1198  11.6663
   0.1104160275   0.1104160275  -2.84680  3.49960   12.7756  14.0990  11.6526
   0.1107136283   0.1107136283  -2.84230  3.50020   12.7601  14.0782  11.6389
   0.1110112291   0.1110112291  -2.83779  3.50080   12.7445  14.0575  11.6253
   0.1113088299   0.1113088299  -2.83330  3.50140   12.7291  14.0369  11.6117
   0.1116064307   0.1116064307  -2.82882  3.50200   12.7136  14.0164  11.5981
   0.1119040315   0.1119040315  -2.82435  3.50260   12.6983  13.9961  11.5846
   0.1122016323   0.1122016323  -2.81988  3.50320   12.6830  13.9757  11.5712
   0.1124992330   0.1124992330  -2.81542  3.50380   12.6677  13.9555  11.5577
   0.1127968338   0.1127968338  -2.81098  3.50439   12.6525  13.9354  11.5444
   0.1130944346   0.1130944346  -2.80653  3.50499   12.6374  13.9154  11.5311
   0.1133920354   0.1133920354  -2.80209  3.50558   12.6223  13.8954  11.5178
   0.1136896362   0.1136896362  -2.79766  3.50617   12.6072  13.8755  11.5046
   0.1139872370   0.1139872370  -2.79324  3.50677   12.5922  13.8557  11.4914
   0.1142848378   0.1142848378  -2.78882  3.50736   12.5772  13.8359  11.4782
   0.1145824386   0.1145824386  -2.78440  3.50795   12.5623  13.8163  11.4651
   0.1148800393   0.1148800393  -2.78000  3.50854   12.5474  13.7967  11.4520
   0.1151776401   0.1151776401  -2.77559  3.50913   12.5325  13.7771  11.4389
   0.1154752409   0.1154752409  -2.77119  3.50972   12.5176  13.7576  11.4259
   0.1157728417   0.1157728417  -2.76679  3.51031   12.5028  13.7381  11.4128
   0.1160704425   0.1160704425  -2.76240  3.51090   12.4879  13.7187  11.3997
   0.1163680433   0.1163680433  -2.75801  3.51149   12.4731  13.6994  11.3867
   0.1166656441   0.1166656441  -2.75362  3.51208   12.4582  13.6801  11.3736
   0.1169632448   0.1169632448  -2.74924  3.51267   12.4434  13.6608  11.3605
   0.1172608456   0.1172608456  -2.74485  3.51326   12.4285  13.6415  11.3474
   0.1175584464   0.1175584464  -2.74047  3.51384   12.4136  13.6223  11.3343
   0.1178560472   0.1178560472  -2.73609  3.51443   12.3987  13.6031  11.3211
   0.1181536480   0.1181536480  -2.73171  3.51502   12.3838  13.5840  11.3079
   0.1184512488   0.1184512488  -2.72734  3.51561   12.3689  13.5648  11.2947
   0.1187488496   0.1187488496  -2.72296  3.51620   12.3539  13.5457  11.2814
   0.1190464504   0.1190464504  -2.71858  3.51678   12.3389  13.5266  11.2680
   0.1193440511   0.1193440511  -2.71420  3.51737   12.3238  13.5075  11.2547
   0.1196416519   0.1196416519  -2.70982  3.51796   12.3087  13.4884  11.2412
   0.1199392527   0.1199392527  -2.70545  3.51855   12.2935  13.4693  11.2277
   0.1202368535   0.1202368535  -2.70225  3.51889   12.2831  13.4566  11.2182
