# Isochrone from from BaSTI-IAC database
# Scaled solar models & transformations  -  GAIA-DR3
#========================================================================================================================================================================================================
#========================================================================================================================================================================================================
#  Np = 2100   [M/H] = -0.362   Z = 0.0067065   Y = 0.25501480   Age (Myr) = 11500.000
#========================================================================================================================================================================================================
#    M/Mo(ini)     M/Mo(fin)    log(L/Lo)  logTe        G     G_BP     G_RP
#========================================================================================================================================================================================================
   0.1000000000   0.1000000000  -3.05591  3.45943   13.7661  15.7218  12.4667
   0.1003282557   0.1003282557  -3.05044  3.46020   13.7445  15.6871  12.4479
   0.1006565114   0.1006565114  -3.04498  3.46096   13.7230  15.6526  12.4291
   0.1009847671   0.1009847671  -3.03954  3.46172   13.7016  15.6183  12.4104
   0.1013130228   0.1013130228  -3.03412  3.46248   13.6803  15.5842  12.3918
   0.1016412785   0.1016412785  -3.02872  3.46323   13.6589  15.5502  12.3732
   0.1019695342   0.1019695342  -3.02333  3.46399   13.6377  15.5165  12.3546
   0.1022977899   0.1022977899  -3.01795  3.46474   13.6165  15.4829  12.3362
   0.1026260456   0.1026260456  -3.01260  3.46549   13.5954  15.4495  12.3177
   0.1029543013   0.1029543013  -3.00725  3.46624   13.5743  15.4162  12.2994
   0.1032825570   0.1032825570  -3.00194  3.46698   13.5533  15.3833  12.2811
   0.1036108127   0.1036108127  -2.99666  3.46772   13.5325  15.3506  12.2630
   0.1039390684   0.1039390684  -2.99139  3.46846   13.5118  15.3181  12.2450
   0.1042673241   0.1042673241  -2.98614  3.46919   13.4911  15.2858  12.2270
   0.1045955798   0.1045955798  -2.98090  3.46993   13.4704  15.2537  12.2090
   0.1049238355   0.1049238355  -2.97568  3.47066   13.4499  15.2217  12.1911
   0.1052520912   0.1052520912  -2.97047  3.47139   13.4294  15.1900  12.1733
   0.1055803469   0.1055803469  -2.96527  3.47211   13.4089  15.1584  12.1556
   0.1059086026   0.1059086026  -2.96008  3.47284   13.3886  15.1271  12.1379
   0.1062368583   0.1062368583  -2.95491  3.47356   13.3683  15.0959  12.1203
   0.1065651140   0.1065651140  -2.94976  3.47429   13.3481  15.0649  12.1028
   0.1068933697   0.1068933697  -2.94464  3.47500   13.3280  15.0343  12.0854
   0.1072216254   0.1072216254  -2.93953  3.47572   13.3081  15.0039  12.0681
   0.1075498811   0.1075498811  -2.93443  3.47643   13.2882  14.9736  12.0508
   0.1078781368   0.1078781368  -2.92934  3.47714   13.2683  14.9436  12.0336
   0.1082063925   0.1082063925  -2.92427  3.47785   13.2486  14.9137  12.0165
   0.1085346482   0.1085346482  -2.91920  3.47856   13.2289  14.8841  11.9995
   0.1088629039   0.1088629039  -2.91415  3.47927   13.2093  14.8546  11.9825
   0.1091911596   0.1091911596  -2.90913  3.47997   13.1899  14.8255  11.9657
   0.1095194153   0.1095194153  -2.90412  3.48068   13.1705  14.7965  11.9489
   0.1098476711   0.1098476711  -2.89912  3.48138   13.1512  14.7677  11.9322
   0.1101759268   0.1101759268  -2.89413  3.48208   13.1320  14.7391  11.9155
   0.1105041825   0.1105041825  -2.88915  3.48277   13.1128  14.7107  11.8990
   0.1108324382   0.1108324382  -2.88418  3.48347   13.0937  14.6825  11.8824
   0.1111606939   0.1111606939  -2.87923  3.48416   13.0748  14.6545  11.8660
   0.1114889496   0.1114889496  -2.87430  3.48485   13.0559  14.6267  11.8497
   0.1118172053   0.1118172053  -2.86937  3.48554   13.0370  14.5991  11.8334
   0.1121454610   0.1121454610  -2.86445  3.48623   13.0183  14.5716  11.8171
   0.1124737167   0.1124737167  -2.85954  3.48692   12.9996  14.5443  11.8009
   0.1128019724   0.1128019724  -2.85465  3.48760   12.9810  14.5173  11.7848
   0.1131302281   0.1131302281  -2.84977  3.48829   12.9624  14.4904  11.7688
   0.1134584838   0.1134584838  -2.84490  3.48897   12.9439  14.4636  11.7528
   0.1137867395   0.1137867395  -2.84003  3.48965   12.9255  14.4370  11.7368
   0.1141149952   0.1141149952  -2.83518  3.49033   12.9072  14.4106  11.7209
   0.1144432509   0.1144432509  -2.83034  3.49101   12.8889  14.3844  11.7051
   0.1147715066   0.1147715066  -2.82551  3.49169   12.8707  14.3582  11.6893
   0.1150997623   0.1150997623  -2.82068  3.49236   12.8525  14.3323  11.6735
   0.1154280180   0.1154280180  -2.81587  3.49304   12.8344  14.3065  11.6578
   0.1157562737   0.1157562737  -2.81106  3.49371   12.8164  14.2809  11.6422
   0.1160845294   0.1160845294  -2.80626  3.49438   12.7984  14.2554  11.6265
   0.1164127851   0.1164127851  -2.80147  3.49506   12.7805  14.2301  11.6110
   0.1167410408   0.1167410408  -2.79668  3.49573   12.7626  14.2049  11.5954
   0.1170692965   0.1170692965  -2.79190  3.49640   12.7448  14.1798  11.5800
