# Isochrone from from BaSTI-IAC database
# Scaled solar models & transformations  -  GAIA-DR3
#========================================================================================================================================================================================================
#========================================================================================================================================================================================================
#  Np = 2100   [M/H] = -1.410   Z = 0.0006112   Y = 0.24780279   Age (Myr) = 13500.000
#========================================================================================================================================================================================================
#    M/Mo(ini)     M/Mo(fin)    log(L/Lo)  logTe        G     G_BP     G_RP
#========================================================================================================================================================================================================
   0.1000000000   0.1000000000  -2.94883  3.50229   12.8760  14.0921  11.8008
   0.1002567607   0.1002567607  -2.94445  3.50285   12.8628  14.0757  11.7888
   0.1005135213   0.1005135213  -2.94010  3.50341   12.8497  14.0595  11.7770
   0.1007702820   0.1007702820  -2.93577  3.50397   12.8367  14.0433  11.7653
   0.1010270426   0.1010270426  -2.93145  3.50453   12.8237  14.0272  11.7536
   0.1012838033   0.1012838033  -2.92714  3.50508   12.8107  14.0111  11.7419
   0.1015405639   0.1015405639  -2.92283  3.50564   12.7978  13.9950  11.7303
   0.1017973246   0.1017973246  -2.91854  3.50619   12.7849  13.9789  11.7187
   0.1020540852   0.1020540852  -2.91426  3.50674   12.7721  13.9628  11.7071
   0.1023108459   0.1023108459  -2.90998  3.50729   12.7593  13.9468  11.6956
   0.1025676066   0.1025676066  -2.90571  3.50784   12.7465  13.9308  11.6840
   0.1028243672   0.1028243672  -2.90145  3.50839   12.7337  13.9149  11.6726
   0.1030811279   0.1030811279  -2.89720  3.50894   12.7209  13.8989  11.6611
   0.1033378885   0.1033378885  -2.89296  3.50949   12.7082  13.8831  11.6497
   0.1035946492   0.1035946492  -2.88876  3.51003   12.6956  13.8673  11.6383
   0.1038514098   0.1038514098  -2.88456  3.51057   12.6830  13.8516  11.6270
   0.1041081705   0.1041081705  -2.88037  3.51111   12.6704  13.8359  11.6156
   0.1043649311   0.1043649311  -2.87618  3.51165   12.6578  13.8203  11.6043
   0.1046216918   0.1046216918  -2.87201  3.51219   12.6452  13.8048  11.5930
   0.1048784525   0.1048784525  -2.86784  3.51273   12.6327  13.7892  11.5816
   0.1051352131   0.1051352131  -2.86368  3.51326   12.6201  13.7738  11.5703
   0.1053919738   0.1053919738  -2.85952  3.51380   12.6076  13.7584  11.5590
   0.1056487344   0.1056487344  -2.85539  3.51433   12.5951  13.7431  11.5476
   0.1059054951   0.1059054951  -2.85127  3.51486   12.5826  13.7278  11.5363
   0.1061622557   0.1061622557  -2.84716  3.51539   12.5702  13.7127  11.5250
   0.1064190164   0.1064190164  -2.84306  3.51592   12.5577  13.6976  11.5137
   0.1066757771   0.1066757771  -2.83896  3.51645   12.5452  13.6826  11.5023
   0.1069325377   0.1069325377  -2.83486  3.51698   12.5327  13.6676  11.4909
   0.1071892984   0.1071892984  -2.83078  3.51751   12.5202  13.6527  11.4795
   0.1074460590   0.1074460590  -2.82672  3.51803   12.5078  13.6379  11.4681
   0.1077028197   0.1077028197  -2.82266  3.51855   12.4953  13.6232  11.4566
   0.1079595803   0.1079595803  -2.81861  3.51908   12.4829  13.6086  11.4451
   0.1082163410   0.1082163410  -2.81457  3.51960   12.4704  13.5941  11.4336
   0.1084731016   0.1084731016  -2.81053  3.52012   12.4579  13.5796  11.4221
   0.1087298623   0.1087298623  -2.80651  3.52064   12.4454  13.5652  11.4105
   0.1089866230   0.1089866230  -2.80249  3.52116   12.4329  13.5509  11.3990
   0.1092433836   0.1092433836  -2.79848  3.52167   12.4205  13.5366  11.3874
   0.1095001443   0.1095001443  -2.79448  3.52219   12.4080  13.5224  11.3757
   0.1097569049   0.1097569049  -2.79048  3.52270   12.3955  13.5082  11.3641
   0.1100136656   0.1100136656  -2.78650  3.52322   12.3830  13.4942  11.3525
   0.1102704262   0.1102704262  -2.78252  3.52373   12.3706  13.4801  11.3409
   0.1105271869   0.1105271869  -2.77854  3.52424   12.3581  13.4662  11.3292
   0.1107839475   0.1107839475  -2.77457  3.52475   12.3457  13.4522  11.3176
   0.1110407082   0.1110407082  -2.77062  3.52526   12.3333  13.4383  11.3060
   0.1112974689   0.1112974689  -2.76666  3.52577   12.3208  13.4245  11.2944
   0.1115542295   0.1115542295  -2.76272  3.52628   12.3084  13.4107  11.2827
   0.1118109902   0.1118109902  -2.75877  3.52679   12.2960  13.3969  11.2711
   0.1120677508   0.1120677508  -2.75484  3.52730   12.2837  13.3832  11.2595
   0.1123245115   0.1123245115  -2.75091  3.52780   12.2713  13.3695  11.2480
   0.1125812721   0.1125812721  -2.74698  3.52831   12.2590  13.3558  11.2364
   0.1128380328   0.1128380328  -2.74307  3.52881   12.2466  13.3421  11.2249
   0.1130947934   0.1130947934  -2.73915  3.52932   12.2343  13.3285  11.2134
   0.1133515541   0.1133515541  -2.73524  3.52982   12.2221  13.3149  11.2019
   0.1136083148   0.1136083148  -2.73134  3.53032   12.2098  13.3013  11.1904
   0.1138650754   0.1138650754  -2.72743  3.53082   12.1976  13.2877  11.1790
   0.1141218361   0.1141218361  -2.72354  3.53132   12.1853  13.2741  11.1676
   0.1143785967   0.1143785967  -2.71964  3.53182   12.1732  13.2606  11.1562
   0.1146353574   0.1146353574  -2.71575  3.53232   12.1610  13.2470  11.1449
   0.1148921180   0.1148921180  -2.71186  3.53282   12.1489  13.2334  11.1336
   0.1151488787   0.1151488787  -2.70798  3.53332   12.1368  13.2199  11.1223
   0.1154056393   0.1154056393  -2.70410  3.53382   12.1247  13.2063  11.1111
   0.1156624000   0.1156624000  -2.70022  3.53432   12.1126  13.1928  11.0999
   0.1159191607   0.1159191607  -2.69634  3.53481   12.1006  13.1792  11.0887
   0.1161759213   0.1161759213  -2.69246  3.53531   12.0885  13.1657  11.0776
   0.1164326820   0.1164326820  -2.68859  3.53580   12.0765  13.1521  11.0665
   0.1166894426   0.1166894426  -2.68472  3.53630   12.0645  13.1385  11.0554
   0.1169462033   0.1169462033  -2.68084  3.53679   12.0526  13.1249  11.0444
   0.1172029639   0.1172029639  -2.67698  3.53729   12.0406  13.1113  11.0334
   0.1174597246   0.1174597246  -2.67311  3.53778   12.0287  13.0977  11.0224
   0.1177164852   0.1177164852  -2.66924  3.53827   12.0167  13.0841  11.0114
   0.1179732459   0.1179732459  -2.66537  3.53877   12.0048  13.0704  11.0005
   0.1182300066   0.1182300066  -2.66150  3.53926   11.9929  13.0567  10.9895
   0.1184867672   0.1184867672  -2.65763  3.53975   11.9810  13.0430  10.9786
   0.1187435279   0.1187435279  -2.65376  3.54024   11.9692  13.0293  10.9678
   0.1190002885   0.1190002885  -2.64990  3.54073   11.9573  13.0156  10.9569
   0.1192570492   0.1192570492  -2.64603  3.54122   11.9454  13.0018  10.9461
   0.1195138098   0.1195138098  -2.64216  3.54171   11.9336  12.9880  10.9353
   0.1197705705   0.1197705705  -2.63829  3.54220   11.9218  12.9742  10.9245
   0.1200273312   0.1200273312  -2.63456  3.54266   11.9104  12.9609  10.9142
   0.1202840918   0.1202840918  -2.63205  3.54289   11.9031  12.9527  10.9074
