# Isochrone from from BaSTI-IAC database
# Scaled solar models & transformations  -  GAIA-DR3
#========================================================================================================================================================================================================
#========================================================================================================================================================================================================
#  Np = 2100   [M/H] = -1.180   Z = 0.0010356   Y = 0.24828132   Age (Myr) = 12500.000
#========================================================================================================================================================================================================
#    M/Mo(ini)     M/Mo(fin)    log(L/Lo)  logTe        G     G_BP     G_RP
#========================================================================================================================================================================================================
   0.1000000000   0.1000000000  -2.97010  3.49405   13.0180  14.3081  11.9112
   0.1002810534   0.1002810534  -2.96534  3.49466   13.0029  14.2890  11.8977
   0.1005621069   0.1005621069  -2.96060  3.49528   12.9879  14.2700  11.8842
   0.1008431603   0.1008431603  -2.95587  3.49589   12.9729  14.2511  11.8708
   0.1011242138   0.1011242138  -2.95116  3.49651   12.9580  14.2322  11.8574
   0.1014052672   0.1014052672  -2.94646  3.49712   12.9431  14.2134  11.8440
   0.1016863207   0.1016863207  -2.94180  3.49772   12.9283  14.1948  11.8308
   0.1019673741   0.1019673741  -2.93716  3.49833   12.9136  14.1762  11.8176
   0.1022484276   0.1022484276  -2.93252  3.49893   12.8990  14.1577  11.8045
   0.1025294810   0.1025294810  -2.92790  3.49953   12.8843  14.1392  11.7914
   0.1028105344   0.1028105344  -2.92328  3.50013   12.8697  14.1208  11.7783
   0.1030915879   0.1030915879  -2.91868  3.50073   12.8552  14.1025  11.7653
   0.1033726413   0.1033726413  -2.91408  3.50133   12.8407  14.0842  11.7523
   0.1036536948   0.1036536948  -2.90950  3.50192   12.8262  14.0659  11.7393
   0.1039347482   0.1039347482  -2.90492  3.50252   12.8118  14.0477  11.7264
   0.1042158017   0.1042158017  -2.90035  3.50311   12.7974  14.0296  11.7135
   0.1044968551   0.1044968551  -2.89580  3.50370   12.7831  14.0115  11.7007
   0.1047779086   0.1047779086  -2.89129  3.50429   12.7689  13.9935  11.6880
   0.1050589620   0.1050589620  -2.88678  3.50488   12.7547  13.9756  11.6753
   0.1053400154   0.1053400154  -2.88228  3.50546   12.7406  13.9577  11.6627
   0.1056210689   0.1056210689  -2.87778  3.50605   12.7265  13.9399  11.6501
   0.1059021223   0.1059021223  -2.87330  3.50663   12.7124  13.9221  11.6375
   0.1061831758   0.1061831758  -2.86882  3.50721   12.6984  13.9043  11.6250
   0.1064642292   0.1064642292  -2.86436  3.50779   12.6844  13.8866  11.6125
   0.1067452827   0.1067452827  -2.85991  3.50837   12.6705  13.8690  11.6001
   0.1070263361   0.1070263361  -2.85548  3.50895   12.6567  13.8514  11.5877
   0.1073073896   0.1073073896  -2.85106  3.50952   12.6428  13.8339  11.5754
   0.1075884430   0.1075884430  -2.84664  3.51010   12.6290  13.8165  11.5630
   0.1078694964   0.1078694964  -2.84224  3.51067   12.6152  13.7991  11.5507
   0.1081505499   0.1081505499  -2.83784  3.51124   12.6014  13.7818  11.5384
   0.1084316033   0.1084316033  -2.83345  3.51181   12.5877  13.7645  11.5261
   0.1087126568   0.1087126568  -2.82908  3.51238   12.5740  13.7474  11.5138
   0.1089937102   0.1089937102  -2.82472  3.51295   12.5603  13.7303  11.5016
   0.1092747637   0.1092747637  -2.82037  3.51351   12.5467  13.7133  11.4893
   0.1095558171   0.1095558171  -2.81602  3.51408   12.5330  13.6963  11.4770
   0.1098368705   0.1098368705  -2.81168  3.51464   12.5193  13.6794  11.4647
   0.1101179240   0.1101179240  -2.80736  3.51521   12.5057  13.6626  11.4524
   0.1103989774   0.1103989774  -2.80304  3.51577   12.4921  13.6459  11.4401
   0.1106800309   0.1106800309  -2.79873  3.51633   12.4785  13.6292  11.4278
   0.1109610843   0.1109610843  -2.79443  3.51689   12.4648  13.6126  11.4155
   0.1112421378   0.1112421378  -2.79014  3.51745   12.4512  13.5961  11.4031
   0.1115231912   0.1115231912  -2.78585  3.51800   12.4376  13.5797  11.3908
   0.1118042447   0.1118042447  -2.78158  3.51856   12.4240  13.5633  11.3783
   0.1120852981   0.1120852981  -2.77730  3.51912   12.4103  13.5471  11.3659
   0.1123663515   0.1123663515  -2.77304  3.51967   12.3967  13.5309  11.3534
   0.1126474050   0.1126474050  -2.76879  3.52022   12.3830  13.5148  11.3409
   0.1129284584   0.1129284584  -2.76454  3.52078   12.3694  13.4988  11.3283
   0.1132095119   0.1132095119  -2.76029  3.52133   12.3557  13.4828  11.3158
   0.1134905653   0.1134905653  -2.75606  3.52188   12.3420  13.4669  11.3032
   0.1137716188   0.1137716188  -2.75183  3.52243   12.3284  13.4511  11.2906
   0.1140526722   0.1140526722  -2.74760  3.52298   12.3147  13.4353  11.2780
   0.1143337257   0.1143337257  -2.74338  3.52352   12.3011  13.4196  11.2654
   0.1146147791   0.1146147791  -2.73916  3.52407   12.2874  13.4039  11.2527
   0.1148958325   0.1148958325  -2.73495  3.52462   12.2737  13.3883  11.2401
   0.1151768860   0.1151768860  -2.73074  3.52517   12.2601  13.3728  11.2275
   0.1154579394   0.1154579394  -2.72654  3.52571   12.2465  13.3573  11.2148
   0.1157389929   0.1157389929  -2.72234  3.52626   12.2329  13.3418  11.2022
   0.1160200463   0.1160200463  -2.71815  3.52680   12.2192  13.3264  11.1896
   0.1163010998   0.1163010998  -2.71395  3.52734   12.2057  13.3110  11.1769
   0.1165821532   0.1165821532  -2.70976  3.52789   12.1921  13.2957  11.1643
   0.1168632067   0.1168632067  -2.70557  3.52843   12.1785  13.2804  11.1517
   0.1171442601   0.1171442601  -2.70139  3.52897   12.1650  13.2651  11.1392
   0.1174253135   0.1174253135  -2.69720  3.52951   12.1514  13.2499  11.1266
   0.1177063670   0.1177063670  -2.69302  3.53005   12.1379  13.2347  11.1141
   0.1179874204   0.1179874204  -2.68884  3.53059   12.1245  13.2195  11.1016
   0.1182684739   0.1182684739  -2.68466  3.53113   12.1110  13.2044  11.0891
   0.1185495273   0.1185495273  -2.68048  3.53167   12.0976  13.1893  11.0767
   0.1188305808   0.1188305808  -2.67630  3.53221   12.0842  13.1742  11.0643
   0.1191116342   0.1191116342  -2.67213  3.53275   12.0709  13.1591  11.0519
   0.1193926877   0.1193926877  -2.66795  3.53329   12.0575  13.1440  11.0396
   0.1196737411   0.1196737411  -2.66377  3.53383   12.0442  13.1290  11.0273
   0.1199547945   0.1199547945  -2.65960  3.53437   12.0309  13.1140  11.0150
   0.1202358480   0.1202358480  -2.65662  3.53467   12.0219  13.1039  11.0066
   0.1205169014   0.1205169014  -2.65389  3.53492   12.0137  13.0949  10.9989
   0.1207979549   0.1207979549  -2.65116  3.53518   12.0056  13.0859  10.9913
   0.1210790083   0.1210790083  -2.64844  3.53543   11.9975  13.0769  10.9836
   0.1213600618   0.1213600618  -2.64573  3.53569   11.9894  13.0679  10.9760
   0.1216411152   0.1216411152  -2.64301  3.53594   11.9813  13.0590  10.9684
   0.1219221687   0.1219221687  -2.64031  3.53619   11.9732  13.0500  10.9609
   0.1222032221   0.1222032221  -2.63761  3.53645   11.9652  13.0411  10.9533
   0.1224842755   0.1224842755  -2.63491  3.53670   11.9571  13.0322  10.9458
